Cluster,HHID,HHMemberID,Education,HealthInsurance,Parent,ComputerEver,Computer3M,InternetEver,Internet3M,MobileOwn,MobileUse,weight,Gender,nr of interviewd,Final weight
429,17,2,NA,1,2,2,NA,2,NA,2,0,0.387344294,Male,12,4.648131526
429,17,3,2,1,2,2,NA,1,2,1,3,0.368355576,Female,21,7.73546709
429,18,2,NA,1,1,2,NA,2,NA,2,0,0.284344975,Female,21,5.971244477
429,18,4,2,1,2,1,0,1,3,1,3,0.351681095,Female,21,7.38530299
429,19,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Male,12,0
429,19,4,NA,1,2,2,NA,2,NA,2,0,0.489062042,Male,12,5.868744509
429,20,2,2,1,1,2,NA,2,NA,2,0,0.458789066,Female,21,9.634570376
430,1,1,1,2,1,2,NA,2,NA,1,3,0.070493183,Male,12,0.845918193
430,1,2,1,1,1,2,NA,2,NA,1,3,0.07325103,Female,20,1.465020605
430,2,2,2,1,1,2,NA,2,NA,1,3,0.175639179,Female,20,3.51278357
430,3,2,2,2,2,2,NA,1,3,1,3,0.118445879,Male,12,1.421350547
430,3,3,2,1,1,2,NA,1,3,1,3,0.121548605,Female,20,2.430972101
430,3,4,2,1,2,1,2,1,3,1,3,0.102436717,Male,12,1.229240603
430,5,1,1,1,1,2,NA,1,2,1,3,0.118249324,Male,12,1.418991887
430,5,2,NA,1,1,2,NA,1,3,1,3,0.109098111,Female,20,2.181962218
430,6,2,NA,1,1,2,NA,2,NA,2,0,0.080432299,Female,20,1.608645984
430,6,3,2,1,2,1,0,2,NA,2,0,0.099479581,Female,20,1.989591624
430,6,4,2,1,2,1,0,1,3,1,3,0.121548605,Female,20,2.430972101
430,7,1,NA,1,1,2,NA,2,NA,2,0,0.071454431,Male,12,0.857453168
430,7,3,1,1,2,2,NA,1,3,1,3,0.123482161,Male,12,1.481785929
430,8,2,NA,1,1,2,NA,2,NA,1,3,0.07325103,Female,20,1.465020605
430,9,1,NA,2,1,2,NA,1,2,1,3,0.071454431,Male,12,0.857453168
430,9,2,NA,1,1,2,NA,2,NA,2,0,0.076791342,Female,20,1.535826843
430,9,3,3,1,2,1,0,1,3,1,3,0.123482161,Male,12,1.481785929
430,10,2,1,1,1,2,NA,1,3,1,3,0.109098111,Female,20,2.181962218
430,11,1,2,2,1,2,NA,1,2,1,3,0.118249324,Male,12,1.418991887
430,11,2,1,2,1,2,NA,2,NA,1,3,0.109098111,Female,20,2.181962218
430,12,2,1,1,1,2,NA,2,NA,1,3,0.09075941,Female,20,1.815188207
430,14,2,NA,1,1,2,NA,2,NA,1,2,0.076724128,Female,20,1.534482565
430,14,7,1,1,1,2,NA,2,NA,1,2,0.10863986,Female,20,2.172797192
430,15,3,2,2,1,2,NA,1,1,1,3,0.103149193,Male,12,1.237790313
430,15,4,2,2,1,2,NA,1,3,1,3,0.088914618,Female,20,1.778292351
430,16,2,NA,2,1,2,NA,2,NA,1,3,0.070567198,Female,20,1.411343952
430,17,1,2,1,1,1,0,1,3,1,3,0.190371895,Male,12,2.28446274
430,17,2,3,1,1,1,0,1,3,1,3,0.21476521,Female,20,4.295304206
430,18,2,2,1,1,2,NA,2,NA,1,3,0.175639179,Female,20,3.51278357
430,19,1,1,2,1,2,NA,2,NA,1,3,0.070493183,Male,12,0.845918193
430,19,2,2,2,1,2,NA,2,NA,1,3,0.084825892,Female,20,1.696517842
430,20,2,NA,1,1,2,NA,2,NA,2,1,0.133401209,Female,20,2.668024176
431,1,2,1,2,1,2,NA,1,3,1,3,0.503595189,Female,25,12.58987971
431,2,1,5,1,1,1,3,NA,3,1,3,1.105738718,Male,13,14.37460333
431,4,1,3,2,1,1,0,1,3,1,3,0.660639146,Male,13,8.588308892
431,4,2,2,2,1,2,NA,2,NA,1,3,0.655799596,Female,25,16.39498989
431,4,3,3,2,2,1,2,NA,3,2,2,0.916546725,Male,13,11.91510743
431,5,2,2,1,1,2,NA,1,3,1,3,0.406446739,Female,25,10.16116848
431,5,3,3,1,2,1,2,1,2,1,3,0.52699395,Female,25,13.17484875
431,6,1,2,1,1,2,NA,2,NA,1,3,0.546207483,Male,13,7.100697283
431,6,2,3,1,1,2,NA,1,3,1,3,0.503595189,Female,25,12.58987971
431,7,2,1,2,1,2,NA,2,NA,2,0,0.426090807,Female,25,10.65227018
431,7,4,3,1,1,1,0,1,3,1,3,0.575520605,Female,25,14.38801511
431,7,5,3,1,2,1,2,NA,2,2,0,0.52699395,Female,25,13.17484875
431,8,1,2,1,1,2,NA,2,NA,2,0,0.686828567,Male,13,8.928771368
431,8,2,NA,1,1,2,NA,2,NA,2,0,0.503595189,Female,25,12.58987971
431,9,2,5,1,1,2,NA,1,3,1,3,0.63177186,Female,25,15.79429651
431,10,1,NA,1,1,2,NA,1,2,1,2,0.574792449,Female,25,14.36981121
431,10,2,2,1,1,2,NA,1,2,2,2,0.575520605,Female,25,14.38801511
431,10,3,3,1,1,1,0,1,2,1,3,0.572001664,Male,13,7.436021627
431,10,4,2,1,2,1,0,1,2,1,3,0.717222498,Male,13,9.323892471
431,10,5,2,1,2,2,NA,1,3,1,3,0.568050713,Male,13,7.384659269
431,10,6,2,1,2,1,0,1,3,2,1,0.568050713,Male,13,7.384659269
431,11,2,1,2,1,2,NA,1,3,1,3,0.521949142,Female,25,13.04872854
431,12,1,1,1,1,2,NA,2,NA,2,0,0.605350823,Female,25,15.13377057
431,13,4,2,1,1,2,NA,2,NA,2,0,0.492988249,Female,25,12.32470623
431,13,8,2,1,1,2,NA,1,2,1,3,0.602808132,Female,25,15.07020329
431,15,2,2,1,1,2,NA,2,NA,1,3,0.470671977,Female,25,11.76679944
431,16,1,2,1,1,2,NA,2,NA,1,3,0.415029385,Male,13,5.395382009
431,16,2,NA,1,1,2,NA,2,NA,2,0,0.426090807,Female,25,10.65227018
431,16,3,2,1,2,2,NA,2,NA,2,0,0.643904796,Female,25,16.09761991
431,16,4,2,1,2,2,NA,2,NA,2,0,0.52699395,Female,25,13.17484875
431,16,5,2,1,2,1,0,1,0,2,2,0.568050713,Male,13,7.384659269
431,17,2,2,1,1,2,NA,2,NA,1,2,0.492988249,Female,25,12.32470623
431,18,1,2,1,1,2,NA,1,1,1,2,0.409446161,Male,13,5.322800087
431,18,2,NA,1,1,2,NA,2,NA,1,3,0.406446739,Female,25,10.16116848
431,18,3,2,1,2,2,NA,1,3,1,3,0.52699395,Female,25,13.17484875
431,19,2,1,2,1,2,NA,2,NA,1,3,0.426090807,Female,25,10.65227018
431,20,1,2,1,1,2,NA,1,3,1,3,0.409446161,Male,13,5.322800087
431,20,2,3,2,1,2,NA,1,3,1,3,0.391555003,Female,25,9.788875073
432,2,3,5,1,2,1,1,NA,3,1,3,0.914492513,Male,12,10.97391016
432,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Male,12,0
432,4,2,1,1,1,2,NA,2,NA,1,3,0.626656439,Female,14,8.773190142
432,4,3,3,1,2,1,1,NA,3,1,3,0.716093721,Male,12,8.593124651
432,5,4,5,1,2,1,3,NA,3,1,3,0.499251097,Female,14,6.989515354
432,6,2,5,1,2,1,2,NA,3,1,3,0.716093721,Male,12,8.593124651
432,6,3,2,1,2,1,3,NA,3,1,3,0.781938067,Male,12,9.383256805
432,7,1,3,1,1,1,0,1,3,1,3,0.715599276,Female,14,10.01838986
432,8,1,3,2,1,1,0,1,3,1,3,0.697022143,Male,12,8.364265714
432,8,2,1,2,1,2,NA,1,2,1,3,0.715599276,Female,14,10.01838986
432,9,2,2,1,1,2,NA,1,3,1,3,0.715599276,Female,14,10.01838986
432,10,1,2,2,1,2,NA,1,3,1,3,0.443508953,Female,14,6.209125347
432,10,2,2,2,1,2,NA,2,NA,1,3,0.431995352,Male,12,5.183944224
432,10,3,3,1,2,1,2,NA,2,2,0,0.591272031,Male,12,7.095264376
432,12,1,2,1,1,2,NA,1,3,1,3,0.598289362,Female,14,8.376051068
432,12,2,3,1,2,1,2,NA,3,2,2,0.591272031,Male,12,7.095264376
432,14,2,2,1,1,2,NA,2,NA,1,3,0.543285876,Female,14,7.606002266
432,14,3,5,1,2,1,2,NA,3,1,2,0.671942142,Female,14,9.407189991
432,15,1,2,1,1,2,NA,1,3,1,3,0.843890243,Female,14,11.8144634
432,16,1,2,1,1,2,NA,1,3,1,3,0.697022143,Male,12,8.364265714
432,16,2,3,1,1,1,3,1,3,1,3,0.657598032,Female,14,9.206372454
432,18,1,5,1,1,1,3,NA,3,1,3,0.682607996,Female,14,9.556511951
432,18,2,2,1,1,1,3,NA,3,1,3,0.687645382,Male,12,8.251744584
432,19,3,5,1,1,1,3,NA,3,1,3,0.600128971,Female,14,8.401805591
432,20,1,0,1,1,2,NA,2,NA,2,2,0.426183891,Male,12,5.11420669
432,20,2,1,2,1,2,NA,1,3,1,3,0.489912555,Female,14,6.85877577
433,1,3,3,2,2,1,3,NA,3,1,3,0.798172766,Female,15,11.97259148
433,1,5,3,1,1,1,0,1,3,1,3,0.496280436,Female,15,7.444206534
433,2,1,4,1,1,1,0,1,3,1,3,0.90985077,Male,8,7.278806157
433,2,2,4,1,1,1,0,1,3,1,3,0.838868898,Female,15,12.58303348
433,4,1,2,1,1,2,NA,1,3,1,3,0.692874698,Male,8,5.542997582
433,4,2,2,1,1,2,NA,1,3,1,3,0.65368517,Female,15,9.80527755
433,8,2,2,2,1,2,NA,1,1,1,3,0.540053198,Female,15,8.100797967
433,8,3,5,1,2,1,2,NA,3,1,3,0.832502968,Male,8,6.660023746
433,8,4,3,1,2,1,1,NA,3,1,3,0.667943929,Female,15,10.01915893
433,9,2,2,1,1,2,NA,1,3,1,3,0.711341292,Female,15,10.67011938
433,11,2,NA,1,1,1,3,1,3,1,3,0.424345262,Female,15,6.365178923
433,12,3,3,1,1,1,2,NA,3,1,3,0.667550148,Male,8,5.340401185
433,13,2,3,1,1,2,NA,1,3,1,3,0.711341292,Female,15,10.67011938
433,14,1,5,1,1,1,0,1,3,1,3,0.683553731,Male,8,5.468429846
433,14,2,2,1,1,1,3,NA,3,1,3,0.65368517,Female,15,9.80527755
433,15,2,3,1,1,1,0,1,3,1,3,0.838868898,Female,15,12.58303348
433,16,3,3,1,1,1,0,1,3,1,3,0.515155121,Female,15,7.727326812
433,16,4,3,1,1,1,2,NA,3,1,3,0.518956768,Male,8,4.151654146
433,17,2,3,1,1,1,3,NA,3,1,3,0.785767745,Female,15,11.78651617
433,18,3,3,1,2,1,2,NA,3,1,3,0.667943929,Female,15,10.01915893
433,19,4,3,1,1,1,0,1,3,1,3,0.596558063,Female,15,8.94837094
433,20,3,5,1,1,1,3,NA,3,1,3,0.538273784,Male,8,4.306190272
433,20,4,5,1,2,1,2,NA,3,1,3,0.832502968,Male,8,6.660023746
434,1,1,2,1,1,2,NA,2,NA,1,3,0.720233058,Female,15,10.80349588
434,1,2,2,1,1,2,NA,1,3,1,3,0.692098152,Male,9,6.228883372
434,6,2,2,1,1,2,NA,2,NA,1,3,0.467545387,Female,15,7.0131808
434,6,3,3,1,2,1,2,NA,3,1,3,0.578265445,Female,15,8.673981668
434,7,1,2,1,1,1,1,NA,3,1,3,0.701535631,Male,9,6.313820683
434,7,2,3,1,1,1,0,1,3,1,3,0.720233058,Female,15,10.80349588
434,8,2,2,1,1,2,NA,1,3,1,3,0.720233058,Female,15,10.80349588
434,9,1,1,2,1,2,NA,2,NA,1,3,0.428943597,Male,9,3.860492371
434,9,2,2,2,1,2,NA,1,3,1,3,0.425801346,Female,15,6.387020189
434,9,3,3,1,2,1,1,NA,2,2,0,0.595100747,Male,9,5.355906723
434,11,1,2,2,1,2,NA,2,NA,1,3,0.428943597,Male,9,3.860492371
434,11,2,5,1,1,1,0,1,3,1,3,0.425801346,Female,15,6.387020189
434,13,1,1,2,1,2,NA,1,3,1,3,0.428943597,Male,9,3.860492371
434,13,2,2,2,1,2,NA,1,3,1,3,0.410200479,Female,15,6.153007189
434,15,1,2,1,1,1,2,1,3,1,3,0.84935476,Female,15,12.74032139
434,15,2,5,1,1,1,2,NA,3,1,3,0.921223904,Male,9,8.291015138
434,16,2,2,1,1,2,NA,1,1,1,3,0.546803863,Female,15,8.202057942
434,16,3,5,1,2,1,3,NA,3,1,3,0.9714434,Female,15,14.571651
434,17,1,3,1,1,1,0,1,3,1,3,0.692098152,Male,9,6.228883372
434,17,2,5,1,1,1,3,NA,3,1,3,0.661856235,Female,15,9.927843519
434,18,1,3,1,1,1,0,1,3,1,3,0.926794441,Female,15,13.90191661
434,19,1,2,2,1,1,1,1,3,1,3,0.701535631,Male,9,6.313820683
434,19,2,3,2,1,1,2,1,3,1,3,0.661856235,Female,15,9.927843519
434,20,1,1,1,1,2,NA,1,3,1,3,0.602163518,Female,15,9.032452763
435,1,1,2,1,2,2,NA,2,NA,1,3,0.278150255,Female,19,5.284854854
435,2,1,2,1,1,2,NA,1,3,1,3,0.636192584,Female,19,12.0876591
435,2,2,3,1,1,1,0,1,3,1,3,0.559999379,Male,8,4.479995035
435,3,1,1,1,1,2,NA,2,NA,1,3,0.265326692,Female,19,5.041207148
435,4,2,1,1,2,2,NA,1,3,1,3,0.351312399,Male,8,2.810499192
435,5,2,2,1,1,2,NA,2,NA,2,1,0.278150255,Female,19,5.284854854
435,5,4,3,1,2,1,0,1,2,1,3,0.344019395,Female,19,6.536368509
435,6,1,3,1,1,2,NA,2,NA,1,3,0.529252645,Female,19,10.05580026
435,6,2,1,1,1,1,0,2,NA,1,3,0.539902698,Male,8,4.319221582
435,7,2,5,1,1,1,3,NA,3,1,3,0.277906796,Female,19,5.280229131
435,8,1,3,1,1,2,NA,1,2,1,3,0.636192584,Female,19,12.0876591
435,8,2,NA,1,1,1,0,2,NA,2,0,0.559999379,Male,8,4.479995035
435,9,1,2,1,1,2,NA,2,NA,1,3,0.328744784,Female,19,6.246150894
435,11,1,2,1,1,2,NA,2,NA,1,3,0.278150255,Female,19,5.284854854
435,12,1,2,1,1,2,NA,2,NA,1,3,0.265326692,Female,19,5.041207148
435,14,2,2,1,2,2,NA,2,NA,1,3,0.353597726,Male,8,2.828781806
435,14,3,2,1,2,1,0,1,3,1,3,0.360330607,Female,19,6.846281535
435,15,4,3,1,1,2,NA,2,NA,1,3,0.321820619,Female,19,6.114591768
435,16,1,2,1,1,2,NA,2,NA,1,3,0.265326692,Female,19,5.041207148
435,16,2,1,1,1,2,NA,2,NA,1,3,0.264304514,Male,8,2.114436111
435,17,1,2,1,1,2,NA,2,NA,1,3,0.375222051,Female,19,7.12921896
435,17,2,3,1,1,1,0,1,3,1,3,0.375697388,Female,19,7.138250366
435,18,1,1,1,1,2,NA,2,NA,2,0,0.328744784,Female,19,6.246150894
435,18,2,2,1,1,2,NA,1,3,1,3,0.347843089,Male,8,2.782744711
435,20,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Female,19,0
435,20,3,2,1,2,2,NA,2,NA,1,2,0.360330607,Female,19,6.846281535
435,20,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Male,8,0
436,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Male,8,0
436,1,4,4,1,1,1,3,NA,3,1,3,0.600170125,Male,8,4.801360996
436,2,3,5,1,1,1,3,NA,3,1,3,0.460163865,Female,14,6.442294114
436,3,3,2,2,1,2,NA,1,2,1,3,0.650758609,Female,14,9.110620532
436,5,1,2,2,1,2,NA,1,3,1,3,0.448610558,Male,8,3.588884463
436,5,2,2,2,1,2,NA,1,3,1,3,0.423236798,Female,14,5.925315178
436,8,2,5,1,1,1,2,NA,3,1,3,0.564181487,Female,14,7.898540815
436,9,1,5,1,1,1,3,NA,3,1,3,0.723830687,Male,8,5.790645495
436,9,2,5,1,1,1,3,NA,3,1,3,0.743122325,Female,14,10.40371255
436,9,3,3,1,2,1,2,1,3,1,3,0.919102132,Female,14,12.86742984
436,10,4,2,1,1,2,NA,1,3,1,3,0.443303996,Female,14,6.206255941
436,11,1,3,1,1,1,2,NA,3,1,3,0.714093281,Male,8,5.712746251
436,11,2,2,1,1,2,NA,1,3,1,3,0.70886215,Female,14,9.924070103
436,12,6,5,1,1,1,3,NA,3,1,3,0.518453062,Female,14,7.258342867
436,12,9,5,1,1,1,3,NA,3,1,3,0.518453062,Female,14,7.258342867
436,13,2,2,2,2,1,2,1,3,1,3,0.869697216,Male,8,6.957577725
436,17,3,2,1,1,1,3,NA,3,1,3,0.707092485,Male,8,5.656739883
436,17,4,5,1,2,1,2,1,3,1,3,0.869697216,Male,8,6.957577725
436,17,5,2,1,1,2,NA,1,3,1,3,0.623210854,Female,14,8.724951959
436,18,1,3,1,1,2,NA,1,3,1,3,0.743122325,Female,14,10.40371255
436,18,3,3,2,1,1,2,1,3,1,3,1.002464952,Female,14,14.03450933
436,19,1,5,1,2,1,3,NA,3,1,3,1.441136988,Female,14,20.17591783
437,1,1,1,1,1,1,0,1,3,1,3,0.437570697,Female,16,7.001131159
437,2,1,3,2,1,2,NA,1,3,1,3,0.952411479,Female,16,15.23858367
437,3,3,4,1,1,1,0,1,3,1,3,0.671787077,Male,7,4.702509539
437,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Male,7,0
437,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Male,7,0
437,3,6,4,1,1,1,1,1,3,1,3,0.592093689,Female,16,9.473499024
437,4,2,2,2,1,2,NA,1,3,1,3,0.648793283,Female,16,10.38069252
437,5,1,4,1,1,1,2,NA,3,1,3,0.903041853,Male,7,6.321292974
437,5,2,4,1,1,1,3,NA,3,1,3,0.832591179,Female,16,13.32145886
437,6,2,2,1,1,1,0,1,3,1,3,0.437570697,Female,16,7.001131159
437,6,3,3,1,2,1,2,NA,3,1,3,0.541192408,Female,16,8.659078536
437,8,2,1,1,1,2,NA,1,3,1,3,0.402104417,Female,16,6.433670674
437,9,1,4,1,1,1,0,1,3,1,3,0.67843832,Male,7,4.749068243
437,9,2,3,1,1,1,0,1,3,1,3,0.673468382,Female,16,10.77549411
437,10,2,2,1,1,1,0,1,3,1,3,1.000823214,Female,16,16.01317143
437,12,3,2,1,2,2,NA,1,3,1,3,0.566852311,Female,16,9.069636972
437,13,3,5,2,2,1,0,1,3,1,3,0.810016284,Female,16,12.96026055
437,15,1,1,1,1,2,NA,1,2,1,3,0.426211255,Male,7,2.983478783
437,15,2,5,1,1,1,0,1,3,1,3,0.777381425,Female,16,12.4381028
437,16,2,2,2,1,2,NA,1,3,1,3,0.706017932,Female,16,11.29628692
437,19,1,3,1,1,2,NA,1,3,1,3,0.687689533,Male,7,4.813826734
437,19,2,2,1,1,2,NA,1,2,1,3,0.706017932,Female,16,11.29628692
437,20,2,5,1,1,1,3,NA,3,1,3,0.648793283,Female,16,10.38069252
438,2,2,1,1,1,2,NA,2,NA,1,3,0.287944279,Female,25,7.198606964
438,2,3,3,1,1,2,NA,1,3,1,3,0.511557412,Female,25,12.7889353
438,2,4,3,1,2,1,0,1,3,1,3,0.356132754,Female,25,8.903318855
438,3,2,1,1,1,2,NA,2,NA,1,3,0.287692247,Female,25,7.192306173
438,3,3,1,1,1,2,NA,2,NA,1,3,0.286583905,Male,11,3.152422955
438,4,1,3,1,1,2,NA,2,NA,1,3,0.805304502,Female,25,20.13261256
438,5,1,2,1,1,2,NA,2,NA,1,3,0.441469873,Male,11,4.856168601
438,5,2,1,1,1,2,NA,2,NA,2,0,0.464596522,Female,25,11.61491305
438,5,3,2,1,2,1,1,1,1,2,0,0.604239808,Male,11,6.646637887
438,6,1,5,1,1,1,3,NA,3,1,3,0.464596522,Female,25,11.61491305
438,7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Male,11,0
438,7,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Female,25,0
438,7,3,3,1,2,1,0,1,3,1,3,0.43513894,Female,25,10.87847349
438,7,4,2,1,2,2,NA,1,3,2,2,0.349478311,Male,11,3.844261421
438,8,2,2,1,1,2,NA,2,NA,1,3,0.264605621,Female,25,6.615140535
438,9,1,2,1,1,1,0,1,3,1,3,0.441469873,Male,11,4.856168601
438,9,2,2,1,1,1,0,1,3,1,3,0.443177225,Female,25,11.07943062
438,10,2,2,1,1,2,NA,2,NA,1,3,0.287944279,Female,25,7.198606964
438,10,4,5,1,1,1,2,NA,3,1,3,0.388926169,Female,25,9.723154224
438,11,3,3,1,2,1,0,1,3,1,3,0.455770461,Female,25,11.39426152
438,12,2,2,1,1,2,NA,2,NA,1,3,0.352723566,Female,25,8.818089155
438,13,2,5,1,1,1,2,NA,3,1,3,0.33516572,Male,11,3.686822923
438,13,3,3,1,1,1,0,1,3,1,3,0.336461949,Female,25,8.411548719
438,14,2,2,1,1,2,NA,2,NA,1,3,0.426939726,Female,25,10.67349315
438,14,3,3,1,2,1,2,NA,3,1,3,0.574618255,Female,25,14.36545638
438,14,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Female,25,0
438,15,3,1,2,1,2,NA,1,3,1,3,0.287692247,Female,25,7.192306173
438,15,4,1,1,2,2,NA,2,NA,2,0,0.453549155,Male,11,4.989040705
438,15,5,1,1,1,2,NA,1,3,1,3,0.293252552,Male,11,3.225778071
438,16,1,NA,1,1,2,NA,2,NA,2,0,0.274669181,Female,25,6.866729529
438,17,1,2,2,1,2,NA,1,3,1,3,0.360091085,Male,11,3.961001935
438,17,2,3,2,1,2,NA,1,3,1,3,0.409084878,Female,25,10.22712195
438,18,1,NA,1,1,2,NA,2,NA,2,0,0.287944279,Female,25,7.198606964
438,18,3,2,1,2,1,0,1,3,1,3,0.43513894,Female,25,10.87847349
438,19,3,3,1,2,1,0,1,3,1,3,0.495252701,Male,11,5.447779713
438,20,1,4,1,1,1,1,NA,3,1,3,0.547888302,Female,25,13.69720755
439,1,2,2,1,1,1,0,1,3,1,3,0.425801346,Female,17,7.238622881
439,3,1,1,1,1,2,NA,2,NA,1,3,0.446380846,Female,17,7.588474377
439,3,3,3,1,2,1,2,NA,3,1,3,0.5520889,Female,17,9.385511299
439,4,1,2,1,1,2,NA,1,3,1,3,0.701535631,Male,7,4.91074942
439,4,2,2,1,1,2,NA,1,3,1,3,0.687028148,Female,17,11.67947851
439,4,3,3,1,2,1,1,1,3,1,3,0.960191807,Male,7,6.721342652
439,5,2,2,1,1,2,NA,1,3,1,3,0.446380846,Female,17,7.588474377
439,8,1,2,1,2,1,0,1,3,1,3,1.555787406,Male,7,10.89051184
439,8,2,3,1,2,1,0,1,3,1,3,1.143146726,Female,17,19.43349434
439,10,1,1,2,1,2,NA,1,3,1,3,0.434792689,Male,7,3.043548826
439,10,2,1,2,1,2,NA,1,3,1,3,0.425801346,Female,17,7.238622881
439,11,2,2,1,1,2,NA,1,3,1,3,0.546803863,Female,17,9.295665667
439,11,4,5,1,2,1,3,NA,3,1,3,0.738567658,Female,17,12.55565019
439,12,1,2,1,1,2,NA,1,3,1,3,0.446380846,Female,17,7.588474377
439,12,2,1,2,2,2,NA,1,2,1,3,0.434792689,Male,7,3.043548826
439,14,1,1,1,1,2,NA,1,3,1,3,0.428943597,Male,7,3.002605177
439,14,2,3,1,1,1,0,1,3,1,3,0.493084929,Female,17,8.382443788
439,15,4,3,1,1,2,NA,1,3,1,3,0.51646388,Female,17,8.779885964
439,16,1,3,1,1,2,NA,1,3,1,3,0.701535631,Male,7,4.91074942
439,16,2,2,1,1,1,2,1,3,1,3,0.720233058,Female,17,12.24396199
439,16,3,5,1,2,1,3,NA,3,1,3,0.795589841,Female,17,13.52502731
439,17,3,5,1,1,1,0,1,3,1,3,0.604015038,Female,17,10.26825565
439,17,5,5,1,1,1,0,1,3,1,3,0.604015038,Female,17,10.26825565
439,18,3,2,1,1,1,0,1,3,1,3,0.604015038,Female,17,10.26825565
440,1,2,5,1,1,1,2,NA,3,1,2,0.581413382,Female,13,7.558373968
440,2,1,2,2,1,1,2,NA,3,1,3,0.414525325,Male,8,3.316202597
440,2,2,1,1,1,2,NA,1,2,1,3,0.396412228,Female,13,5.153358962
440,3,2,5,1,1,1,3,NA,3,1,3,0.396412228,Female,13,5.153358962
440,4,1,5,1,1,1,3,NA,3,1,3,0.677954602,Male,8,5.423636814
440,4,2,5,1,1,1,3,NA,3,1,3,0.696023544,Female,13,9.048306071
440,8,1,1,2,1,2,NA,1,3,1,3,0.533216751,Male,8,4.265734007
440,9,2,2,2,1,2,NA,1,3,1,3,0.415207575,Female,13,5.397698471
440,9,8,5,1,2,1,3,NA,3,1,3,0.682801003,Female,13,8.876413043
440,10,1,3,1,1,1,1,NA,3,1,3,0.890258395,Male,8,7.122067159
440,10,2,3,1,1,1,0,1,3,1,3,0.986655563,Female,13,12.82652232
440,11,2,3,2,1,2,NA,1,3,1,3,0.528423901,Female,13,6.869510713
440,12,3,2,2,2,1,0,1,3,1,3,0.814576171,Male,8,6.51660937
440,14,1,2,2,1,1,0,1,3,1,3,0.552983166,Male,8,4.423865331
440,14,2,2,2,1,2,NA,1,3,1,3,0.509842268,Female,13,6.62794948
440,16,2,2,2,1,2,NA,2,NA,1,2,0.451829575,Female,13,5.873784479
440,16,3,2,1,2,2,NA,1,3,1,3,0.60236482,Male,8,4.81891856
440,18,2,1,1,1,2,NA,2,NA,1,3,0.609513802,Female,13,7.923679426
440,19,3,2,2,2,2,NA,1,3,1,3,0.558827951,Female,13,7.264763358
440,20,3,3,2,1,2,NA,1,3,1,3,0.80271353,Female,13,10.43527589
440,20,6,3,1,2,1,0,1,3,1,3,0.696504463,Male,8,5.572035705
441,1,2,2,1,1,2,NA,1,3,1,3,0.277009686,Female,21,5.8172034
441,2,1,1,1,1,2,NA,2,NA,2,1,0.259679716,Male,13,3.375836308
441,2,2,3,1,1,2,NA,1,1,1,3,0.254557307,Female,21,5.34570344
441,3,2,1,1,1,2,NA,1,3,1,3,0.42634771,Female,21,8.953301908
441,4,1,2,1,1,2,NA,2,NA,1,3,0.263220719,Male,13,3.421869351
441,4,2,1,1,1,2,NA,1,2,1,3,0.277009686,Female,21,5.8172034
441,4,3,3,1,1,1,0,1,3,1,3,0.362775974,Male,13,4.716087658
441,4,4,3,1,2,1,0,1,3,1,3,0.360270194,Male,13,4.683512526
441,4,6,5,1,1,1,0,1,3,1,3,0.374156821,Female,21,7.857293236
441,7,1,NA,1,1,2,NA,2,NA,2,1,0.393550009,Female,21,8.264550196
441,8,2,5,1,2,1,3,NA,3,1,3,0.515464912,Female,21,10.82476316
441,8,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Female,21,0
441,8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Female,21,0
441,9,3,1,1,2,2,NA,2,NA,1,2,0.440643344,Female,21,9.253510218
441,10,2,1,1,2,2,NA,1,2,1,3,0.320742021,Female,21,6.73558244
441,11,1,NA,1,1,2,NA,2,NA,2,0,0.327396749,Female,21,6.87533172
441,12,1,2,1,1,2,NA,2,NA,2,1,0.418991805,Male,13,5.446893459
441,12,2,NA,1,1,2,NA,2,NA,1,3,0.410726825,Female,21,8.625263327
441,13,2,NA,1,1,2,NA,2,NA,1,2,0.277009686,Female,21,5.8172034
441,14,1,NA,1,1,2,NA,2,NA,2,0,0.277009686,Female,21,5.8172034
441,14,2,NA,2,1,2,NA,2,NA,1,3,0.269345718,Male,13,3.501494334
441,14,3,1,1,2,2,NA,2,NA,2,1,0.360270194,Male,13,4.683512526
441,15,4,NA,1,1,2,NA,2,NA,1,3,0.391896958,Female,21,8.229836112
441,16,1,NA,2,1,2,NA,2,NA,1,3,0.334034053,Male,13,4.342442695
441,16,2,NA,1,1,2,NA,2,NA,1,3,0.254557307,Female,21,5.34570344
441,16,3,NA,1,1,2,NA,2,NA,2,1,0.269345718,Male,13,3.501494334
441,17,2,NA,1,1,2,NA,2,NA,2,0,0.393550009,Female,21,8.264550196
